ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url,DiscountPercentage
1906,588,2220.0,1887.0,https://www.bigbasket.com/media/uploads/p/l/130331_16-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,10.0,9,260,https://www.bigbasket.com/pd/130331/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-10-kg/,15.0
451,194,66.55,66.55,https://www.bigbasket.com/media/uploads/p/l/253537_9-dettol-antiseptic-disinfectant-liquid.jpg,125.0,2,6,https://www.bigbasket.com/pd/253537/dettol-antiseptic-disinfectant-liquid-125-ml/,0.0
451,194,127.77,127.77,https://www.bigbasket.com/media/uploads/p/l/253539_10-dettol-antiseptic-disinfectant-liquid.jpg,250.0,2,6,https://www.bigbasket.com/pd/253539/dettol-antiseptic-disinfectant-liquid-250-ml/,0.0
451,194,214.06,214.06,https://www.bigbasket.com/media/uploads/p/l/208003_11-dettol-antiseptic-disinfectant-liquid.jpg,550.0,2,6,https://www.bigbasket.com/pd/208003/dettol-antiseptic-disinfectant-liquid-550-ml/,0.0
451,194,1641.59,1641.59,https://www.bigbasket.com/media/uploads/p/l/40005079_6-dettol-antiseptic-disinfectant-liquid.jpg,5.0,2,6,https://www.bigbasket.com/pd/40005079/dettol-antiseptic-disinfectant-liquid-5-l/,0.0
451,194,331.41,331.41,https://www.bigbasket.com/media/uploads/p/l/40124254_9-dettol-antiseptic-disinfectant-liquid.jpg,1.0,2,6,https://www.bigbasket.com/pd/40124254/dettol-antiseptic-disinfectant-liquid-1-l/,0.0
451,194,33.27,33.27,https://www.bigbasket.com/media/uploads/p/l/253535_7-dettol-antiseptic-disinfectant-liquid.jpg,60.0,2,6,https://www.bigbasket.com/pd/253535/dettol-antiseptic-disinfectant-liquid-60-ml-bottle/,0.0
1601,55,600.0,380.0,https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg,1.0,6,331,https://www.bigbasket.com/pd/40030808/bb-royal-cuminjeera-whole-1-kg/,36.666666666666664
1601,55,300.0,192.0,https://www.bigbasket.com/media/uploads/p/l/40026603_9-bb-royal-cuminjeera-whole.jpg,500.0,6,331,https://www.bigbasket.com/pd/40026603/bb-royal-cuminjeera-whole-500-g-pouch/,36.0
1601,55,30.0,20.0,https://www.bigbasket.com/media/uploads/p/l/30000308_10-bb-royal-cuminjeera-whole.jpg,50.0,6,331,https://www.bigbasket.com/pd/30000308/bb-royal-cuminjeera-whole-50-g/,33.33333333333333
1601,55,120.0,78.0,https://www.bigbasket.com/media/uploads/p/l/10000486_14-bb-royal-cuminjeera-whole.jpg,200.0,6,331,https://www.bigbasket.com/pd/10000486/bb-royal-cuminjeera-whole-200-g-pouch/,35.0
1601,55,60.0,40.0,https://www.bigbasket.com/media/uploads/p/l/10000479_13-bb-royal-cuminjeera-whole.jpg,100.0,6,331,https://www.bigbasket.com/pd/10000479/bb-royal-cuminjeera-whole-100-g-pouch/,33.33333333333333
2514,517,28.0,28.0,https://www.bigbasket.com/media/uploads/p/l/242671_1-nandini-goodlife-toned-milk.jpg,500.0,1,214,https://www.bigbasket.com/pd/242671/nandini-goodlife-toned-milk-500-ml-pouch/,0.0
198,588,600.0,494.0,https://www.bigbasket.com/media/uploads/p/l/70001924_13-pedigree-adult-gravy-doga-food-chicken-liver-chunks-in-gravy-25-rsa-off-value-pack.jpg,70.0,9,260,https://www.bigbasket.com/pd/70001924/pedigree-adult-gravy-doga-food-chicken-liver-chunks-in-gravy-25-rsa-off-value-pack-70-g-pouch/,17.666666666666668
2514,517,60.0,60.0,https://www.bigbasket.com/media/uploads/p/l/100285703_15-nandini-goodlife-toned-milk.jpg,1.0,1,214,https://www.bigbasket.com/pd/100285703/nandini-goodlife-toned-milk-1-l-carton/,0.0
509,747,620.0,527.0,https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg,1.0,3,196,https://www.bigbasket.com/pd/240065/tata-tea-gold-tea-1-kg/,15.0
5944,747,145.0,145.0,https://www.bigbasket.com/media/uploads/p/l/263642_19-tata-tea-gold-tea.jpg,250.0,3,196,https://www.bigbasket.com/pd/263642/tata-tea-gold-tea-250-g/,0.0
